AOBT,SCLK,LMST,LTST,UTC,PRESSURE,PRESSURE_FREQUENCY,PRESSURE_TEMP,PRESSURE_TEMP_FREQUENCY
596876814.700,596861053.452,00004M06:44:20.199,00004 06:03:27,2018-334T14:44:38.455Z,740.7596,20.0,255.1403,20.0
596876814.750,596861053.502,00004M06:44:20.248,00004 06:03:27,2018-334T14:44:38.505Z,740.7464,20.0,255.1406,20.0
596876814.800,596861053.552,00004M06:44:20.297,00004 06:03:27,2018-334T14:44:38.555Z,740.7476,20.0,255.1405,20.0
596876814.850,596861053.602,00004M06:44:20.345,00004 06:03:27,2018-334T14:44:38.605Z,740.7549,20.0,255.1405,20.0
596876814.900,596861053.652,00004M06:44:20.394,00004 06:03:27,2018-334T14:44:38.655Z,740.7537,20.0,255.1405,20.0
596876814.950,596861053.702,00004M06:44:20.443,00004 06:03:27,2018-334T14:44:38.705Z,740.7580,20.0,255.1404,20.0
596876815.000,596861053.752,00004M06:44:20.491,00004 06:03:28,2018-334T14:44:38.755Z,740.7687,20.0,255.1402,20.0
596876815.050,596861053.802,00004M06:44:20.540,00004 06:03:28,2018-334T14:44:38.805Z,740.7910,20.0,255.1404,20.0
596876815.100,596861053.852,00004M06:44:20.589,00004 06:03:28,2018-334T14:44:38.855Z,740.8075,20.0,255.1406,20.0
596876815.150,596861053.902,00004M06:44:20.637,00004 06:03:28,2018-334T14:44:38.905Z,740.8126,20.0,255.1405,20.0
596876815.200,596861053.952,00004M06:44:20.686,00004 06:03:28,2018-334T14:44:38.955Z,740.8109,20.0,255.1409,20.0
596876815.250,596861054.002,00004M06:44:20.735,00004 06:03:28,2018-334T14:44:39.005Z,740.8074,20.0,255.1409,20.0
596876815.300,596861054.052,00004M06:44:20.783,00004 06:03:28,2018-334T14:44:39.055Z,740.7985,20.0,255.1411,20.0
596876815.350,596861054.102,00004M06:44:20.832,00004 06:03:28,2018-334T14:44:39.105Z,740.7869,20.0,255.1412,20.0
596876815.400,596861054.152,00004M06:44:20.881,00004 06:03:28,2018-334T14:44:39.155Z,740.7893,20.0,255.1412,20.0
596876815.450,596861054.202,00004M06:44:20.929,00004 06:03:28,2018-334T14:44:39.205Z,740.7923,20.0,255.1411,20.0
596876815.500,596861054.252,00004M06:44:20.978,00004 06:03:28,2018-334T14:44:39.255Z,740.8050,20.0,255.1411,20.0
596876815.550,596861054.302,00004M06:44:21.027,00004 06:03:28,2018-334T14:44:39.305Z,740.8403,20.0,255.1414,20.0
596876815.600,596861054.352,00004M06:44:21.075,00004 06:03:28,2018-334T14:44:39.355Z,740.8752,20.0,255.1414,20.0
596876815.650,596861054.402,00004M06:44:21.124,00004 06:03:28,2018-334T14:44:39.405Z,740.8799,20.0,255.1411,20.0
596876815.700,596861054.452,00004M06:44:21.172,00004 06:03:28,2018-334T14:44:39.455Z,740.8623,20.0,255.1413,20.0
596876815.750,596861054.502,00004M06:44:21.221,00004 06:03:28,2018-334T14:44:39.505Z,740.8486,20.0,255.1412,20.0
596876815.800,596861054.552,00004M06:44:21.270,00004 06:03:28,2018-334T14:44:39.555Z,740.8475,20.0,255.1411,20.0
596876815.850,596861054.602,00004M06:44:21.318,00004 06:03:28,2018-334T14:44:39.605Z,740.8458,20.0,255.1413,20.0
596876815.900,596861054.652,00004M06:44:21.367,00004 06:03:28,2018-334T14:44:39.655Z,740.8531,20.0,255.1409,20.0
596876815.950,596861054.702,00004M06:44:21.416,00004 06:03:28,2018-334T14:44:39.705Z,740.8563,20.0,255.1409,20.0
596876816.000,596861054.752,00004M06:44:21.464,00004 06:03:28,2018-334T14:44:39.755Z,740.8510,20.0,255.1412,20.0
596876816.050,596861054.802,00004M06:44:21.513,00004 06:03:29,2018-334T14:44:39.805Z,740.8476,20.0,255.1412,20.0
596876816.100,596861054.852,00004M06:44:21.562,00004 06:03:29,2018-334T14:44:39.855Z,740.8486,20.0,255.1415,20.0
596876816.150,596861054.902,00004M06:44:21.610,00004 06:03:29,2018-334T14:44:39.905Z,740.8418,20.0,255.1415,20.0
596876816.200,596861054.952,00004M06:44:21.659,00004 06:03:29,2018-334T14:44:39.955Z,740.8292,20.0,255.1415,20.0
596876816.250,596861055.002,00004M06:44:21.708,00004 06:03:29,2018-334T14:44:40.005Z,740.8323,20.0,255.1417,20.0
596876816.300,596861055.052,00004M06:44:21.756,00004 06:03:29,2018-334T14:44:40.055Z,740.8377,20.0,255.1417,20.0
596876816.350,596861055.102,00004M06:44:21.805,00004 06:03:29,2018-334T14:44:40.105Z,740.8418,20.0,255.1415,20.0
596876816.400,596861055.152,00004M06:44:21.854,00004 06:03:29,2018-334T14:44:40.155Z,740.8504,20.0,255.1420,20.0
596876816.450,596861055.202,00004M06:44:21.902,00004 06:03:29,2018-334T14:44:40.205Z,740.8656,20.0,255.1418,20.0
596876816.500,596861055.252,00004M06:44:21.951,00004 06:03:29,2018-334T14:44:40.255Z,740.8779,20.0,255.1418,20.0
596876816.550,596861055.302,00004M06:44:22.000,00004 06:03:29,2018-334T14:44:40.305Z,740.8708,20.0,255.1420,20.0
596876816.600,596861055.352,00004M06:44:22.048,00004 06:03:29,2018-334T14:44:40.355Z,740.8638,20.0,255.1418,20.0
596876816.650,596861055.402,00004M06:44:22.097,00004 06:03:29,2018-334T14:44:40.405Z,740.8823,20.0,255.1421,20.0
596876816.700,596861055.452,00004M06:44:22.146,00004 06:03:29,2018-334T14:44:40.455Z,740.8890,20.0,255.1420,20.0
596876816.750,596861055.502,00004M06:44:22.194,00004 06:03:29,2018-334T14:44:40.505Z,740.8800,20.0,255.1422,20.0
596876816.800,596861055.552,00004M06:44:22.243,00004 06:03:29,2018-334T14:44:40.555Z,740.8750,20.0,255.1423,20.0
596876816.850,596861055.602,00004M06:44:22.292,00004 06:03:29,2018-334T14:44:40.605Z,740.8830,20.0,255.1420,20.0
596876816.900,596861055.652,00004M06:44:22.340,00004 06:03:29,2018-334T14:44:40.655Z,740.8921,20.0,255.1420,20.0
596876816.950,596861055.702,00004M06:44:22.389,00004 06:03:29,2018-334T14:44:40.705Z,740.8980,20.0,255.1424,20.0
596876817.000,596861055.752,00004M06:44:22.438,00004 06:03:29,2018-334T14:44:40.755Z,740.9076,20.0,255.1421,20.0
596876817.050,596861055.802,00004M06:44:22.486,00004 06:03:29,2018-334T14:44:40.805Z,740.9208,20.0,255.1422,20.0
596876817.100,596861055.852,00004M06:44:22.535,00004 06:03:30,2018-334T14:44:40.855Z,740.9273,20.0,255.1423,20.0
596876817.150,596861055.902,00004M06:44:22.584,00004 06:03:30,2018-334T14:44:40.905Z,740.9340,20.0,255.1424,20.0
596876817.200,596861055.952,00004M06:44:22.632,00004 06:03:30,2018-334T14:44:40.955Z,740.9372,20.0,255.1423,20.0
596876817.250,596861056.002,00004M06:44:22.681,00004 06:03:30,2018-334T14:44:41.005Z,740.9476,20.0,255.1422,20.0
596876817.300,596861056.052,00004M06:44:22.730,00004 06:03:30,2018-334T14:44:41.055Z,740.9457,20.0,255.1425,20.0
596876817.350,596861056.102,00004M06:44:22.778,00004 06:03:30,2018-334T14:44:41.105Z,740.9437,20.0,255.1425,20.0
596876817.400,596861056.152,00004M06:44:22.827,00004 06:03:30,2018-334T14:44:41.155Z,740.9423,20.0,255.1426,20.0
596876817.450,596861056.202,00004M06:44:22.876,00004 06:03:30,2018-334T14:44:41.205Z,740.9350,20.0,255.1425,20.0
596876817.500,596861056.252,00004M06:44:22.924,00004 06:03:30,2018-334T14:44:41.255Z,740.9366,20.0,255.1425,20.0
596876817.550,596861056.302,00004M06:44:22.973,00004 06:03:30,2018-334T14:44:41.305Z,740.9387,20.0,255.1426,20.0
596876817.600,596861056.352,00004M06:44:23.022,00004 06:03:30,2018-334T14:44:41.355Z,740.9405,20.0,255.1426,20.0
596876817.650,596861056.402,00004M06:44:23.070,00004 06:03:30,2018-334T14:44:41.405Z,740.9419,20.0,255.1426,20.0
596876817.700,596861056.452,00004M06:44:23.119,00004 06:03:30,2018-334T14:44:41.455Z,740.9368,20.0,255.1427,20.0
596876817.750,596861056.502,00004M06:44:23.168,00004 06:03:30,2018-334T14:44:41.505Z,740.9285,20.0,255.1426,20.0
596876817.800,596861056.552,00004M06:44:23.216,00004 06:03:30,2018-334T14:44:41.555Z,740.9241,20.0,255.1425,20.0
596876817.850,596861056.602,00004M06:44:23.265,00004 06:03:30,2018-334T14:44:41.605Z,740.9265,20.0,255.1426,20.0
596876817.900,596861056.652,00004M06:44:23.314,00004 06:03:30,2018-334T14:44:41.655Z,740.9291,20.0,255.1422,20.0
596876817.950,596861056.702,00004M06:44:23.362,00004 06:03:30,2018-334T14:44:41.705Z,740.9501,20.0,255.1423,20.0
596876818.000,596861056.752,00004M06:44:23.411,00004 06:03:30,2018-334T14:44:41.755Z,740.9760,20.0,255.1424,20.0
596876818.050,596861056.802,00004M06:44:23.460,00004 06:03:30,2018-334T14:44:41.805Z,740.9869,20.0,255.1426,20.0
596876818.100,596861056.852,00004M06:44:23.508,00004 06:03:31,2018-334T14:44:41.855Z,740.9868,20.0,255.1429,20.0
596876818.150,596861056.902,00004M06:44:23.557,00004 06:03:31,2018-334T14:44:41.905Z,740.9934,20.0,255.1431,20.0
596876818.200,596861056.952,00004M06:44:23.606,00004 06:03:31,2018-334T14:44:41.955Z,741.0156,20.0,255.1431,20.0
596876818.250,596861057.002,00004M06:44:23.654,00004 06:03:31,2018-334T14:44:42.005Z,741.0349,20.0,255.1431,20.0
596876818.300,596861057.052,00004M06:44:23.703,00004 06:03:31,2018-334T14:44:42.055Z,741.0330,20.0,255.1429,20.0
596876818.350,596861057.102,00004M06:44:23.752,00004 06:03:31,2018-334T14:44:42.105Z,741.0343,20.0,255.1428,20.0
596876818.400,596861057.152,00004M06:44:23.800,00004 06:03:31,2018-334T14:44:42.155Z,741.0463,20.0,255.1430,20.0
596876818.450,596861057.202,00004M06:44:23.849,00004 06:03:31,2018-334T14:44:42.205Z,741.0410,20.0,255.1428,20.0
596876818.500,596861057.252,00004M06:44:23.898,00004 06:03:31,2018-334T14:44:42.255Z,741.0319,20.0,255.1431,20.0
596876818.550,596861057.302,00004M06:44:23.946,00004 06:03:31,2018-334T14:44:42.305Z,741.0402,20.0,255.1433,20.0
596876818.600,596861057.352,00004M06:44:23.995,00004 06:03:31,2018-334T14:44:42.355Z,741.0450,20.0,255.1430,20.0
596876818.650,596861057.402,00004M06:44:24.044,00004 06:03:31,2018-334T14:44:42.405Z,741.0418,20.0,255.1427,20.0
596876818.700,596861057.452,00004M06:44:24.092,00004 06:03:31,2018-334T14:44:42.455Z,741.0324,20.0,255.1429,20.0
596876818.750,596861057.502,00004M06:44:24.141,00004 06:03:31,2018-334T14:44:42.505Z,741.0245,20.0,255.1429,20.0
596876818.800,596861057.552,00004M06:44:24.190,00004 06:03:31,2018-334T14:44:42.555Z,741.0218,20.0,255.1429,20.0
596876818.850,596861057.602,00004M06:44:24.238,00004 06:03:31,2018-334T14:44:42.605Z,741.0270,20.0,255.1428,20.0
596876818.900,596861057.652,00004M06:44:24.287,00004 06:03:31,2018-334T14:44:42.655Z,741.0179,20.0,255.1431,20.0
596876818.950,596861057.702,00004M06:44:24.336,00004 06:03:31,2018-334T14:44:42.705Z,740.9936,20.0,255.1431,20.0
596876819.000,596861057.752,00004M06:44:24.384,00004 06:03:31,2018-334T14:44:42.755Z,740.9730,20.0,255.1431,20.0
596876819.050,596861057.802,00004M06:44:24.433,00004 06:03:31,2018-334T14:44:42.805Z,740.9782,20.0,255.1437,20.0
596876819.100,596861057.852,00004M06:44:24.482,00004 06:03:31,2018-334T14:44:42.855Z,740.9950,20.0,255.1435,20.0
596876819.150,596861057.902,00004M06:44:24.530,00004 06:03:32,2018-334T14:44:42.905Z,741.0201,20.0,255.1438,20.0
596876819.200,596861057.952,00004M06:44:24.579,00004 06:03:32,2018-334T14:44:42.955Z,741.0272,20.0,255.1440,20.0
596876819.250,596861058.002,00004M06:44:24.628,00004 06:03:32,2018-334T14:44:43.005Z,741.0280,20.0,255.1441,20.0
596876819.300,596861058.052,00004M06:44:24.676,00004 06:03:32,2018-334T14:44:43.055Z,741.0248,20.0,255.1440,20.0
596876819.350,596861058.102,00004M06:44:24.725,00004 06:03:32,2018-334T14:44:43.105Z,741.0261,20.0,255.1442,20.0
596876819.400,596861058.152,00004M06:44:24.773,00004 06:03:32,2018-334T14:44:43.155Z,741.0308,20.0,255.1440,20.0
596876819.450,596861058.202,00004M06:44:24.822,00004 06:03:32,2018-334T14:44:43.205Z,741.0448,20.0,255.1441,20.0
596876819.500,596861058.252,00004M06:44:24.871,00004 06:03:32,2018-334T14:44:43.255Z,741.0593,20.0,255.1442,20.0
596876819.550,596861058.302,00004M06:44:24.919,00004 06:03:32,2018-334T14:44:43.305Z,741.0827,20.0,255.1442,20.0
596876819.600,596861058.352,00004M06:44:24.968,00004 06:03:32,2018-334T14:44:43.355Z,741.0956,20.0,255.1439,20.0
596876819.650,596861058.402,00004M06:44:25.017,00004 06:03:32,2018-334T14:44:43.405Z,741.0774,20.0,255.1437,20.0
596876819.700,596861058.452,00004M06:44:25.065,00004 06:03:32,2018-334T14:44:43.455Z,741.0430,20.0,255.1439,20.0
596876819.750,596861058.502,00004M06:44:25.114,00004 06:03:32,2018-334T14:44:43.505Z,741.0145,20.0,255.1440,20.0
596876819.800,596861058.552,00004M06:44:25.163,00004 06:03:32,2018-334T14:44:43.555Z,741.0126,20.0,255.1440,20.0
596876819.850,596861058.602,00004M06:44:25.211,00004 06:03:32,2018-334T14:44:43.605Z,741.0417,20.0,255.1441,20.0
596876819.900,596861058.652,00004M06:44:25.260,00004 06:03:32,2018-334T14:44:43.655Z,741.0788,20.0,255.1439,20.0
596876819.950,596861058.702,00004M06:44:25.309,00004 06:03:32,2018-334T14:44:43.705Z,741.0839,20.0,255.1441,20.0
596876820.000,596861058.752,00004M06:44:25.357,00004 06:03:32,2018-334T14:44:43.755Z,741.0447,20.0,255.1442,20.0
596876820.050,596861058.802,00004M06:44:25.406,00004 06:03:32,2018-334T14:44:43.805Z,741.0261,20.0,255.1442,20.0
596876820.100,596861058.852,00004M06:44:25.455,00004 06:03:32,2018-334T14:44:43.855Z,741.0527,20.0,255.1447,20.0
596876820.150,596861058.902,00004M06:44:25.503,00004 06:03:33,2018-334T14:44:43.905Z,741.0931,20.0,255.1448,20.0
596876820.200,596861058.952,00004M06:44:25.552,00004 06:03:33,2018-334T14:44:43.955Z,741.1207,20.0,255.1445,20.0
596876820.250,596861059.002,00004M06:44:25.601,00004 06:03:33,2018-334T14:44:44.005Z,741.1126,20.0,255.1445,20.0
596876820.300,596861059.052,00004M06:44:25.649,00004 06:03:33,2018-334T14:44:44.055Z,741.0811,20.0,255.1445,20.0
596876820.350,596861059.102,00004M06:44:25.698,00004 06:03:33,2018-334T14:44:44.105Z,741.0623,20.0,255.1446,20.0
596876820.400,596861059.152,00004M06:44:25.747,00004 06:03:33,2018-334T14:44:44.155Z,741.0254,20.0,255.1448,20.0
596876820.450,596861059.202,00004M06:44:25.795,00004 06:03:33,2018-334T14:44:44.205Z,740.9805,20.0,255.1451,20.0
596876820.500,596861059.252,00004M06:44:25.844,00004 06:03:33,2018-334T14:44:44.255Z,740.9584,20.0,255.1450,20.0
596876820.550,596861059.302,00004M06:44:25.893,00004 06:03:33,2018-334T14:44:44.305Z,740.9611,20.0,255.1445,20.0
596876820.600,596861059.352,00004M06:44:25.941,00004 06:03:33,2018-334T14:44:44.355Z,741.0160,20.0,255.1448,20.0
596876820.650,596861059.402,00004M06:44:25.990,00004 06:03:33,2018-334T14:44:44.405Z,741.0662,20.0,255.1446,20.0
596876820.700,596861059.452,00004M06:44:26.039,00004 06:03:33,2018-334T14:44:44.455Z,741.1178,20.0,255.1446,20.0
596876820.750,596861059.502,00004M06:44:26.087,00004 06:03:33,2018-334T14:44:44.505Z,741.1497,20.0,255.1449,20.0
596876820.800,596861059.552,00004M06:44:26.136,00004 06:03:33,2018-334T14:44:44.555Z,741.1398,20.0,255.1451,20.0
596876820.850,596861059.602,00004M06:44:26.185,00004 06:03:33,2018-334T14:44:44.605Z,741.1262,20.0,255.1451,20.0
596876820.900,596861059.652,00004M06:44:26.233,00004 06:03:33,2018-334T14:44:44.655Z,741.1132,20.0,255.1453,20.0
596876820.950,596861059.702,00004M06:44:26.282,00004 06:03:33,2018-334T14:44:44.705Z,741.1242,20.0,255.1452,20.0
596876821.000,596861059.752,00004M06:44:26.331,00004 06:03:33,2018-334T14:44:44.755Z,741.1448,20.0,255.1452,20.0
596876821.050,596861059.802,00004M06:44:26.379,00004 06:03:33,2018-334T14:44:44.805Z,741.1447,20.0,255.1453,20.0
596876821.100,596861059.852,00004M06:44:26.428,00004 06:03:33,2018-334T14:44:44.855Z,741.1566,20.0,255.1455,20.0
596876821.150,596861059.902,00004M06:44:26.477,00004 06:03:33,2018-334T14:44:44.905Z,741.1345,20.0,255.1456,20.0
596876821.200,596861059.952,00004M06:44:26.525,00004 06:03:34,2018-334T14:44:44.955Z,741.1274,20.0,255.1459,20.0
596876821.250,596861060.002,00004M06:44:26.574,00004 06:03:34,2018-334T14:44:45.005Z,741.1179,20.0,255.1459,20.0
596876821.300,596861060.052,00004M06:44:26.623,00004 06:03:34,2018-334T14:44:45.055Z,741.1132,20.0,255.1460,20.0
596876821.350,596861060.102,00004M06:44:26.671,00004 06:03:34,2018-334T14:44:45.105Z,741.1528,20.0,255.1462,20.0
596876821.400,596861060.152,00004M06:44:26.720,00004 06:03:34,2018-334T14:44:45.155Z,741.1557,20.0,255.1462,20.0
596876821.450,596861060.202,00004M06:44:26.769,00004 06:03:34,2018-334T14:44:45.205Z,741.1171,20.0,255.1461,20.0
596876821.500,596861060.252,00004M06:44:26.817,00004 06:03:34,2018-334T14:44:45.255Z,741.0985,20.0,255.1461,20.0
596876821.550,596861060.302,00004M06:44:26.866,00004 06:03:34,2018-334T14:44:45.305Z,741.1060,20.0,255.1462,20.0
596876821.600,596861060.352,00004M06:44:26.915,00004 06:03:34,2018-334T14:44:45.355Z,741.0660,20.0,255.1458,20.0
596876821.650,596861060.402,00004M06:44:26.963,00004 06:03:34,2018-334T14:44:45.405Z,741.0138,20.0,255.1457,20.0
596876821.700,596861060.452,00004M06:44:27.012,00004 06:03:34,2018-334T14:44:45.455Z,741.0048,20.0,255.1458,20.0
596876821.750,596861060.502,00004M06:44:27.061,00004 06:03:34,2018-334T14:44:45.505Z,741.0021,20.0,255.1460,20.0
596876821.800,596861060.552,00004M06:44:27.109,00004 06:03:34,2018-334T14:44:45.555Z,741.0148,20.0,255.1460,20.0
596876821.850,596861060.602,00004M06:44:27.158,00004 06:03:34,2018-334T14:44:45.605Z,741.0399,20.0,255.1461,20.0
596876821.900,596861060.652,00004M06:44:27.207,00004 06:03:34,2018-334T14:44:45.655Z,741.0547,20.0,255.1462,20.0
596876821.950,596861060.702,00004M06:44:27.255,00004 06:03:34,2018-334T14:44:45.705Z,741.0917,20.0,255.1464,20.0
596876822.000,596861060.752,00004M06:44:27.304,00004 06:03:34,2018-334T14:44:45.755Z,741.1253,20.0,255.1465,20.0
596876822.050,596861060.802,00004M06:44:27.353,00004 06:03:34,2018-334T14:44:45.805Z,741.1410,20.0,255.1469,20.0
596876822.100,596861060.852,00004M06:44:27.401,00004 06:03:34,2018-334T14:44:45.855Z,741.1385,20.0,255.1471,20.0
596876822.150,596861060.902,00004M06:44:27.450,00004 06:03:34,2018-334T14:44:45.905Z,741.1267,20.0,255.1470,20.0
596876822.200,596861060.952,00004M06:44:27.499,00004 06:03:35,2018-334T14:44:45.955Z,741.1247,20.0,255.1473,20.0
596876822.250,596861061.002,00004M06:44:27.547,00004 06:03:35,2018-334T14:44:46.005Z,741.1369,20.0,255.1470,20.0
596876822.300,596861061.052,00004M06:44:27.596,00004 06:03:35,2018-334T14:44:46.055Z,741.1428,20.0,255.1472,20.0
596876822.350,596861061.102,00004M06:44:27.645,00004 06:03:35,2018-334T14:44:46.105Z,741.1474,20.0,255.1471,20.0
596876822.400,596861061.152,00004M06:44:27.693,00004 06:03:35,2018-334T14:44:46.155Z,741.1952,20.0,255.1473,20.0
596876822.450,596861061.202,00004M06:44:27.742,00004 06:03:35,2018-334T14:44:46.205Z,741.2351,20.0,255.1473,20.0
596876822.500,596861061.252,00004M06:44:27.791,00004 06:03:35,2018-334T14:44:46.255Z,741.2508,20.0,255.1473,20.0
596876822.550,596861061.302,00004M06:44:27.839,00004 06:03:35,2018-334T14:44:46.305Z,741.2313,20.0,255.1472,20.0
596876822.600,596861061.352,00004M06:44:27.888,00004 06:03:35,2018-334T14:44:46.355Z,741.1867,20.0,255.1471,20.0
596876822.650,596861061.402,00004M06:44:27.937,00004 06:03:35,2018-334T14:44:46.405Z,741.1512,20.0,255.1474,20.0
596876822.700,596861061.452,00004M06:44:27.985,00004 06:03:35,2018-334T14:44:46.455Z,741.1537,20.0,255.1474,20.0
596876822.750,596861061.502,00004M06:44:28.034,00004 06:03:35,2018-334T14:44:46.505Z,741.1587,20.0,255.1475,20.0
596876822.800,596861061.552,00004M06:44:28.083,00004 06:03:35,2018-334T14:44:46.555Z,741.1328,20.0,255.1472,20.0
596876822.850,596861061.602,00004M06:44:28.131,00004 06:03:35,2018-334T14:44:46.605Z,741.1116,20.0,255.1470,20.0
596876822.900,596861061.652,00004M06:44:28.180,00004 06:03:35,2018-334T14:44:46.655Z,741.1344,20.0,255.1470,20.0
596876822.950,596861061.702,00004M06:44:28.229,00004 06:03:35,2018-334T14:44:46.705Z,741.1487,20.0,255.1471,20.0
596876823.000,596861061.752,00004M06:44:28.277,00004 06:03:35,2018-334T14:44:46.755Z,741.1359,20.0,255.1472,20.0
596876823.050,596861061.802,00004M06:44:28.326,00004 06:03:35,2018-334T14:44:46.805Z,741.1372,20.0,255.1472,20.0
596876823.100,596861061.852,00004M06:44:28.375,00004 06:03:35,2018-334T14:44:46.855Z,741.1445,20.0,255.1475,20.0
596876823.150,596861061.902,00004M06:44:28.423,00004 06:03:35,2018-334T14:44:46.905Z,741.1574,20.0,255.1476,20.0
596876823.200,596861061.952,00004M06:44:28.472,00004 06:03:35,2018-334T14:44:46.955Z,741.1593,20.0,255.1476,20.0
596876823.250,596861062.002,00004M06:44:28.520,00004 06:03:36,2018-334T14:44:47.005Z,741.1646,20.0,255.1476,20.0
596876823.300,596861062.052,00004M06:44:28.569,00004 06:03:36,2018-334T14:44:47.055Z,741.2137,20.0,255.1477,20.0
596876823.350,596861062.102,00004M06:44:28.618,00004 06:03:36,2018-334T14:44:47.105Z,741.2288,20.0,255.1475,20.0
596876823.400,596861062.152,00004M06:44:28.666,00004 06:03:36,2018-334T14:44:47.155Z,741.2148,20.0,255.1474,20.0
596876823.450,596861062.202,00004M06:44:28.715,00004 06:03:36,2018-334T14:44:47.205Z,741.1931,20.0,255.1478,20.0
596876823.500,596861062.252,00004M06:44:28.764,00004 06:03:36,2018-334T14:44:47.255Z,741.2016,20.0,255.1477,20.0
596876823.550,596861062.302,00004M06:44:28.812,00004 06:03:36,2018-334T14:44:47.305Z,741.1979,20.0,255.1479,20.0
596876823.600,596861062.352,00004M06:44:28.861,00004 06:03:36,2018-334T14:44:47.355Z,741.1841,20.0,255.1479,20.0
596876823.650,596861062.402,00004M06:44:28.910,00004 06:03:36,2018-334T14:44:47.405Z,741.1939,20.0,255.1476,20.0
